Day_,hour_,House_overall_kW,Dishwasher_kW,Furnace_kW,Home_office_kW,Fridge_kW,Garage_door_kW,Kitchen_kW,Microwave_kW,Living_room_kW,Solar_kW,temperature,humidity,visibility,pressure,windSpeed
1,16,1.48499,0.00086,0.3314,0.04189,0.10787,0.01739,0.00062,0.00421,0.04149,0.00327,35.332,0.63267,9.41833,1012.542,8.36067
1,17,1.92876,0.0001,0.25975,0.04231,0.11288,0.01266,0.00068,0.00428,0.099,0.00342,34.278,0.668,8.732,1012.824,7.712
1,18,2.03032,7e-05,0.17994,0.04239,0.23663,0.0126,0.00055,0.00411,0.09991,0.00339,33.23667,0.69267,8.22867,1013.378,8.568
1,19,2.75844,9e-05,0.25618,0.08159,0.14914,0.01257,0.00052,0.06283,0.16038,0.00321,32.40333,0.68667,9.22,1013.72667,8.30667
1,20,1.4312,0.00011,0.23694,0.27559,0.00916,0.01269,0.00086,0.01377,0.20208,0.00332,31.652,0.645,9.94,1013.864,7.547
1,21,0.94528,2e-05,0.04801,0.4651,0.07927,0.01297,0.00053,0.00414,0.00161,0.0034,31.1,0.61533,10,1013.89267,7.15067
1,22,0.77427,5e-05,0.09218,0.42211,0.00484,0.01306,0.00075,0.00423,0.00164,0.00343,30.60433,0.60233,10,1014.005,7.957
1,23,1.48901,0.51949,0.24593,0.09063,0.03998,0.01237,0.00067,0.00432,0.00149,0.00324,30.13,0.6,10,1014.16,8.062
2,0,1.3494,0.42402,0.08688,0.05092,0.07934,0.0129,0.00054,0.00424,0.00161,0.00341,29.64,0.6,10,1014.23167,8.03667
2,1,0.76965,0.1063,0.17586,0.05108,0.00506,0.01301,0.00073,0.00423,0.00163,0.00343,28.936,0.61733,10,1014.266,8.04
2,2,0.78405,0.0003,0.07854,0.05079,0.12466,0.01333,0.00041,0.00426,0.00165,0.00343,29.119,0.629,9.829,1014.423,8.004
2,3,0.99447,0.00014,0.41105,0.05517,0.00494,0.01277,0.00073,0.00422,0.00162,0.00343,29.52333,0.63,9.98733,1014.26267,7.272
2,4,0.77857,0.00024,0.18745,0.05142,0.09208,0.01302,0.0005,0.00423,0.00161,0.0034,29.115,0.63967,10,1014.40467,7.50033
2,5,0.81465,0.00026,0.20274,0.05086,0.00603,0.01305,0.0007,0.00421,0.00161,0.0034,28.91167,0.63967,9.913,1014.84467,6.478
2,6,0.92226,0.00025,0.21129,0.05102,0.0803,0.01302,0.00051,0.0042,0.00161,0.0034,28.66867,0.62933,10,1015.29667,6.78667
2,7,1.61104,0.00017,0.43352,0.04926,0.00602,0.01261,0.00075,0.02786,0.08449,0.00382,28.864,0.614,10,1015.712,7.871
2,8,1.39428,0.00019,0.47945,0.04977,0.08469,0.01748,0.00049,0.00417,0.17374,0.04324,30.96867,0.556,10,1016.12467,8.15667
2,9,0.72421,6e-05,0.1007,0.04874,0.01078,0.01288,0.00066,0.00427,0.00136,0.05219,32.36333,0.52667,10,1016.28,9.47667
2,10,0.73188,0.00015,0.35677,0.04933,0.06989,0.0125,0.00055,0.00422,0.00139,0.23199,33.846,0.504,10,1015.72,10.078
2,11,0.28691,0.0001,0.20823,0.04918,0.03627,0.01286,0.00065,0.00429,0.00144,0.36732,35.18467,0.47767,10,1014.754,10.518
2,12,0.26041,0.0001,0.2135,0.0492,0.03719,0.01751,0.00064,0.00421,0.02244,0.35458,35.54467,0.47,10,1014.17733,10.76333
2,13,0.63046,0.00011,0.23618,0.0491,0.09124,0.01753,0.00058,0.01879,0.02084,0.14077,35.536,0.482,10,1013.736,10.439
2,14,1.6248,5e-05,0.09398,0.04867,0.00904,0.01284,0.00083,0.0043,0.09695,0.01836,34.60667,0.51667,10,1013.86,10.44
2,15,1.76722,0.00015,0.416,0.05613,0.07087,0.01235,0.00069,0.00428,0.09742,0.00505,34.02167,0.53733,10,1014.08367,7.47367
2,16,2.15725,8e-05,0.2514,0.09069,0.02089,0.0125,0.00095,0.00426,0.09851,0.00298,33.486,0.558,10,1014.062,6.39
2,17,2.92425,6e-05,0.202,0.09875,0.05762,0.01255,0.00076,0.00424,0.10918,0.00336,33.26533,0.57,10,1014.13267,6.35767
2,18,2.93471,9e-05,0.1864,0.09107,0.07823,0.01238,0.00075,0.00424,0.09944,0.00336,33.13133,0.57467,10,1014.24267,6.45467
2,19,1.738,5e-05,0.14199,0.09142,0.12978,0.0126,0.00043,0.00409,0.09958,0.00336,33.03,0.58,10,1013.97,6.375
2,20,2.07386,0.42989,0.22454,0.30291,0.24445,0.01205,0.00066,0.01362,0.09881,0.00334,32.822,0.58533,10,1013.324,6.30067
2,21,1.6121,0.45352,0.05361,0.48132,0.12953,0.01258,0.00044,0.00416,0.09945,0.00337,32.20933,0.59567,10,1012.64267,6.36267
2,22,0.79835,0.0006,0.02085,0.44525,0.00483,0.01312,0.00072,0.00424,0.10098,0.00339,31.67,0.606,10,1012.166,6.336
2,23,0.99792,0.00021,0.12857,0.18414,0.1079,0.0129,0.00041,0.0043,0.00775,0.0031,30.94733,0.62267,10,1011.68067,6.6
3,0,0.71366,0.00022,0.20969,0.04244,0.02491,0.01298,0.00066,0.00424,0.00162,0.00307,30.05,0.63667,10,1011.11667,6.98667
3,1,0.86919,0.00023,0.17629,0.04238,0.09652,0.01297,0.00049,0.0042,0.0016,0.00306,29.406,0.654,10,1010.51,6.776
3,2,0.90487,0.00021,0.22469,0.04237,0.02451,0.01296,0.00068,0.00403,0.00162,0.00327,28.91267,0.66,10,1009.58933,6.65733
3,3,0.79055,0.00025,0.17005,0.04232,0.07997,0.01306,0.00051,0.004,0.00162,0.0033,28.66733,0.67533,10,1009.067,6.94367
3,4,0.7934,0.00023,0.22795,0.04238,0.00516,0.01301,0.00071,0.004,0.00161,0.00331,27.782,0.712,10,1008.726,6.846
3,5,0.81798,0.00024,0.19775,0.04235,0.07425,0.01299,0.00053,0.004,0.0016,0.0033,27.55333,0.72833,10,1008.535,7.14167
3,6,0.87774,0.00025,0.22218,0.04224,0.02437,0.01295,0.00064,0.00415,0.00159,0.0031,28.21733,0.73,10,1008.78733,7.106
3,7,1.24504,0.00017,0.29519,0.04067,0.05306,0.01287,0.00065,0.00418,0.00152,0.00198,31.092,0.676,10,1009.046,8.26
3,8,0.73885,5e-05,0.06812,0.04045,0.05943,0.01307,0.00055,0.00417,0.00149,0.0281,34.55467,0.60467,10,1008.89267,9.062
3,9,0.68642,0.00017,0.40092,0.04078,0.02051,0.01253,0.00069,0.00417,0.00147,0.21952,37.13867,0.55167,10,1008.445,8.472
3,10,0.71518,0.00011,0.27992,0.04065,0.07649,0.01265,0.00262,0.03089,0.00144,0.22424,38.083,0.52933,10,1007.553,9.642
3,11,1.23359,0.37427,0.22588,0.04083,0.00563,0.02252,0.0009,0.00428,0.00129,0.20134,39.074,0.51,10,1007.058,12.24267
3,12,1.14159,0.4966,0.0886,0.04077,0.07124,0.01236,0.00074,0.00431,0.00112,0.27586,39.506,0.511,10,1007.06,11.182
3,13,0.78357,0.00074,0.38669,0.04079,0.04072,0.01248,0.0007,0.12523,0.00127,0.15048,39.01133,0.52267,10,1007.40333,9.884
3,14,0.77625,8e-05,0.12828,0.04042,0.04234,0.02031,0.00064,0.03326,0.00149,0.04243,38.17667,0.54333,10,1007.96,8.23
3,15,1.37164,0.00022,0.36705,0.04695,0.09765,0.01253,0.00059,0.01371,0.0013,0.04104,36.946,0.566,10,1008.496,7.408
3,16,1.88624,8e-05,0.19979,0.08162,0.02103,0.01282,0.00095,0.00419,0.08647,0.00384,35.498,0.60633,10,1009.166,6.303
3,17,2.0527,6e-05,0.09369,0.44407,0.0888,0.01285,0.00067,0.00396,0.0978,0.00352,34.27133,0.65733,10,1009.71333,5.846
3,18,1.90011,3e-05,0.04598,0.56819,0.01272,0.01292,0.00084,0.02639,0.0985,0.00336,33.948,0.662,10,1010.125,5.827
3,19,1.6276,4e-05,0.0208,0.17539,0.10167,0.01306,0.00057,0.08458,0.09925,0.00336,32.41333,0.7,9.92,1010.21333,4.56
3,20,1.53868,3e-05,0.02079,0.21213,0.00826,0.01299,0.00097,0.00396,0.07957,0.0037,31.244,0.73467,9.74533,1010.20933,5.763
3,21,1.09611,2e-05,0.02059,0.48691,0.09361,0.01303,0.0006,0.01763,0.00172,0.00338,29.888,0.776,9.58,1010.284,6.166
3,22,0.70046,2e-05,0.02295,0.44251,0.00482,0.01311,0.00074,0.00422,0.00162,0.0034,28.75,0.79133,9.461,1010.35467,6.48867
3,23,0.92573,8e-05,0.19138,0.16634,0.0811,0.01287,0.00055,0.00428,0.00156,0.00327,28.63133,0.77067,9.734,1010.54,7.77933
4,0,0.55921,8e-05,0.17761,0.0425,0.00513,0.01302,0.00073,0.00425,0.00161,0.00342,28.97,0.715,9.86,1011.2,9.94
4,1,0.75274,9e-05,0.21311,0.04246,0.0749,0.01294,0.00054,0.0042,0.0016,0.0034,28.70067,0.64867,9.778,1011.89733,12.20733
4,2,0.66952,5e-05,0.12953,0.04238,0.01863,0.01309,0.00067,0.00423,0.00158,0.00338,27.574,0.61867,9.733,1012.325,12.46367
4,3,0.92577,9e-05,0.27307,0.04234,0.05436,0.01286,0.00058,0.00418,0.0016,0.00338,25.808,0.61,9.66,1013.162,12.098
4,4,0.79757,7e-05,0.24445,0.04239,0.04568,0.01281,0.00061,0.0042,0.00158,0.00335,24.19367,0.61,9.74033,1014.26767,11.382
4,5,1.21521,5e-05,0.31437,0.04217,0.02781,0.01278,0.00061,0.00413,0.00159,0.00334,22.64333,0.61667,9.81,1015.22667,11.75667
4,6,1.02252,6e-05,0.22978,0.04223,0.06989,0.01265,0.00054,0.00415,0.00158,0.00332,21.761,0.599,9.264,1016.063,12.477
4,7,0.67469,0.00015,0.30554,0.04099,0.0103,0.01236,0.00071,0.0041,0.00151,0.00233,21.20933,0.57533,9.404,1017.08467,12.00667
4,8,0.56905,4e-05,0.02054,0.04041,0.07001,0.01299,0.00054,0.00466,0.04288,0.04063,21.18267,0.547,9.68567,1017.61533,12.53133
4,9,1.12017,7e-05,0.07362,0.04048,0.00812,0.01306,0.00386,0.04195,0.33638,0.12646,21.524,0.516,9.946,1017.474,12.712
4,10,1.61223,0.39415,0.12692,0.0975,0.12341,0.01241,0.00042,0.00416,0.27191,0.28807,21.625,0.49333,10,1017.495,11.73333
4,11,1.09534,0.41314,0.13683,0.10171,0.02627,0.01239,0.00073,0.00412,0.00151,0.30223,21.292,0.464,10,1017.72667,12.90933
4,12,0.98349,0.17215,0.35079,0.07873,0.01447,0.0122,0.00087,0.00418,0.00153,0.17646,20.214,0.451,10,1018.723,13.336
4,13,0.62387,9e-05,0.1707,0.12556,0.10979,0.01265,0.00052,0.08538,0.00153,0.37724,17.90667,0.478,10,1019.95,14.46133
4,14,0.47518,8e-05,0.15729,0.0661,0.0057,0.0206,0.0008,0.02835,0.00158,0.29413,15.20767,0.509,10,1021.51867,13.66033
4,15,0.63948,5e-05,0.09547,0.11656,0.07401,0.02015,0.00062,0.00419,0.00157,0.1492,13.08267,0.51033,10,1023.084,13.241
4,16,1.22737,0.0003,0.52605,0.14002,0.05051,0.01215,0.00065,0.00412,0.02279,0.00474,11.62867,0.522,10,1024.73733,12.46867
4,17,2.06341,0.00033,0.63559,0.19172,0.00496,0.01213,0.00077,0.00415,0.33871,0.00327,10.38,0.551,10,1026.066,13.466
4,18,2.09603,0.00014,0.32094,0.19133,0.1002,0.01252,0.00048,0.00411,0.33452,0.00328,9.31533,0.55867,10,1027.156,13.82067
4,19,1.31559,0.00012,0.30283,0.0524,0.01788,0.01267,0.00072,0.07772,0.00942,0.00321,8.64167,0.55333,10,1028.185,13.67333
4,20,1.92733,0.00012,0.3233,0.27348,0.12566,0.01245,0.00061,0.00411,0.00168,0.00327,7.542,0.57,10,1029.028,11.882
4,21,2.36018,4e-05,0.05452,0.46448,0.11289,0.01289,0.00045,0.00415,0.00156,0.00331,6.847,0.57,10,1029.62133,11.41433
4,22,2.38923,0.0001,0.27675,0.32119,0.24633,0.01275,0.00059,0.00409,0.00158,0.0034,6.488,0.57267,10,1030.244,10.42133
4,23,1.70383,0.35176,0.31681,0.0654,0.04547,0.01247,0.00069,0.00425,0.00156,0.00336,5.98,0.583,10,1031.139,9.199
5,0,1.45336,0.44578,0.36319,0.0425,0.0047,0.01234,0.00076,0.0042,0.00164,0.00333,5.67,0.59667,10,1031.95333,7.34333
5,1,1.33032,0.41578,0.31666,0.04254,0.03098,0.01244,0.0007,0.00424,0.00166,0.00334,5.426,0.61367,10,1032.52567,6.695
5,2,1.0311,0.00019,0.33833,0.04239,0.07226,0.01288,0.00053,0.00422,0.00165,0.00336,5.278,0.624,10,1033.354,7.352
5,3,0.99105,0.00021,0.33332,0.04233,0.00652,0.01289,0.00069,0.00422,0.00162,0.00334,5.05733,0.63867,10,1034.29367,7.50267
5,4,1.14128,0.00021,0.34432,0.04225,0.08083,0.01287,0.00048,0.00419,0.00163,0.00333,5.08733,0.64533,10,1035.12667,6.606
5,5,1.36895,0.00019,0.48747,0.04226,0.00506,0.01265,0.00066,0.00416,0.00161,0.00332,6.705,0.615,10,1035.925,6.815
5,6,1.21453,0.00022,0.35649,0.04213,0.08218,0.01267,0.00046,0.00415,0.0016,0.00328,9.77333,0.55267,10,1036.45667,6.784
5,7,1.29051,0.00015,0.37678,0.04095,0.00894,0.01248,0.00081,0.00418,0.24974,0.00248,13.18067,0.48033,10,1036.59733,6.53867
5,8,1.05745,5e-05,0.14976,0.04066,0.08952,0.01813,0.00038,0.00434,0.33586,0.03201,16.51,0.42,10,1036.028,6.532
5,9,0.62517,0.00017,0.33498,0.04065,0.00501,0.01266,0.00068,0.00423,0.01174,0.23709,19.24367,0.362,10,1035.318,5.72667
5,10,0.52437,0.00017,0.32945,0.04058,0.07306,0.01265,0.00051,0.00422,0.00142,0.39821,21.65333,0.34,10,1034.77333,7.13333
5,11,0.50317,0.00016,0.36544,0.04065,0.00499,0.01263,0.0007,0.00416,0.00153,0.4418,23.099,0.319,10,1034.691,6.284
5,12,0.20799,0.00012,0.24971,0.04066,0.08751,0.01262,0.0005,0.00419,0.00148,0.43734,23.258,0.332,10,1035.22867,3.384
5,13,0.26104,0.00014,0.28181,0.04065,0.00496,0.01826,0.00071,0.00413,0.00147,0.39422,20.75667,0.386,10,1035.87,2.63833
5,14,0.28902,0.00011,0.21842,0.04055,0.08977,0.02023,0.00048,0.00415,0.00149,0.31302,17.978,0.48,10,1036.17,2.922
5,15,0.38484,0.0001,0.1901,0.04727,0.00919,0.01979,0.00071,0.00412,0.0015,0.16133,15.11167,0.575,10,1036.40167,3.10667
5,16,0.94568,0.00019,0.36462,0.08243,0.06065,0.01234,0.00059,0.06458,0.00152,0.00474,13.56533,0.65067,10,1036.37933,3.64133
5,17,1.27042,9e-05,0.30676,0.12537,0.03131,0.01273,0.00059,0.04747,0.10484,0.00301,12.59,0.669,9.919,1036.406,2.748
5,18,1.04641,6e-05,0.16931,0.16889,0.03994,0.01308,0.00057,0.00418,0.00159,0.00336,11.36133,0.698,9.994,1036.47533,3.52667
5,19,1.19431,8e-05,0.26107,0.18591,0.05411,0.0128,0.00052,0.00411,0.00158,0.00335,10.903,0.71933,10,1036.219,3.01
5,20,1.09085,0.00011,0.3037,0.18113,0.04544,0.01277,0.00059,0.00417,0.00159,0.00337,9.96733,0.74067,9.99733,1035.80667,2.89033
5,21,0.94318,4e-05,0.07935,0.43887,0.03003,0.01304,0.00064,0.00415,0.00163,0.00338,9.27933,0.76,9.92533,1035.12533,1.67067
5,22,1.35283,0.00012,0.25221,0.4248,0.06318,0.0175,0.00062,0.00413,0.00168,0.00334,8.792,0.762,9.986,1035.055,4.376
5,23,1.04416,3e-05,0.08749,0.15811,0.05792,0.01327,0.0005,0.00426,0.00154,0.00325,8.25267,0.77733,9.86533,1034.97533,1.31867
6,0,1.08066,0.00016,0.4881,0.09835,0.00892,0.01258,0.00071,0.0042,0.00161,0.00324,7.95167,0.75833,9.89167,1034.7,3.33
6,1,0.95036,0.0001,0.24747,0.09564,0.05364,0.01296,0.00055,0.00419,0.00162,0.00301,6.94,0.752,9.868,1034.496,0.722
6,2,0.96437,0.00011,0.26088,0.09481,0.05369,0.01295,0.00056,0.00419,0.00161,0.003,6.55733,0.75767,9.954,1034.71267,1.90167
6,3,0.93347,0.00012,0.26117,0.09363,0.02404,0.01294,0.00064,0.0042,0.00159,0.003,6.54533,0.75,9.92,1034.796,2.50267
6,4,0.99259,0.00011,0.29199,0.08936,0.03444,0.01286,0.0006,0.00416,0.00159,0.003,9.039,0.75,9.736,1034.676,3.873
6,5,1.44921,9e-05,0.47949,0.08679,0.05283,0.01257,0.00053,0.00414,0.0016,0.00297,15,0.70667,9.86,1034.52667,3.61333
6,6,1.41949,0.00012,0.31466,0.08697,0.06002,0.01271,0.00065,0.00413,0.04872,0.00297,21.836,0.56867,9.962,1034.216,4.15833
6,7,1.19633,0.00013,0.33557,0.08569,0.03008,0.01757,0.00064,0.0042,0.25764,0.00224,28.108,0.432,10,1033.24,4.838
6,8,0.72645,4e-05,0.06879,0.08546,0.0458,0.013,0.0005,0.00423,0.25991,0.03033,33.14533,0.32967,10,1031.914,5.33967
6,9,0.73755,0.00013,0.28241,0.08536,0.05711,0.01275,0.00053,0.00433,0.00132,0.22812,36.81,0.26667,10,1030.62133,6.06733
6,10,0.3681,8e-05,0.17358,0.08546,0.03765,0.0129,0.00058,0.00426,0.00139,0.36704,39.01,0.23,10,1029.655,6.355
6,11,0.36228,0.00014,0.27335,0.08666,0.02034,0.01267,0.00067,0.00424,0.00145,0.39649,38.73,0.236,10,1029.366,6.23733
6,12,0.31596,0.00016,0.31128,0.05379,0.05271,0.02085,0.0006,0.00417,0.00151,0.40268,34.42767,0.30667,10,1029.35167,5.987
6,13,0.14136,5e-05,0.1245,0.04374,0.05291,0.01287,0.00058,0.00421,0.00152,0.36089,29.44,0.404,9.976,1029.516,5.016
6,14,0.16521,6e-05,0.13073,0.04501,0.01884,0.01289,0.00067,0.00418,0.00151,0.29077,26.417,0.49067,9.92833,1029.697,4.49967
6,15,0.27391,4e-05,0.08984,0.04615,0.04458,0.01295,0.00061,0.0042,0.00153,0.15471,24.94333,0.52,9.97,1029.72333,4.05667
6,16,0.71622,0.00016,0.34065,0.04432,0.05383,0.01241,0.0006,0.00413,0.00153,0.00482,23.538,0.548,10,1029.664,4.794
6,17,0.54566,7e-05,0.1925,0.04556,0.04367,0.01263,0.00059,0.00415,0.0016,0.00304,22.454,0.57467,10,1029.64733,4.486
6,18,2.15654,9e-05,0.24903,0.04539,0.02148,0.02453,0.00059,0.00411,0.19687,0.00303,21.333,0.61067,10,1029.351,4.40633
6,19,2.02625,4e-05,0.12724,0.04524,0.06665,0.01294,0.00045,0.26841,0.00562,0.00279,19.82,0.66,9.968,1028.668,1.772
6,20,2.07198,0.38517,0.32447,0.22661,0.0993,0.01232,0.00067,0.00416,0.00168,0.00308,17.87667,0.70333,9.99333,1028.10333,2.05
6,21,1.28255,0.41649,0.11244,0.46359,0.02855,0.01248,0.00072,0.00418,0.00162,0.00304,16.29333,0.74467,10,1027.66467,1.486
6,22,1.22006,0.34122,0.01985,0.41622,0.08659,0.01266,0.00051,0.0043,0.0014,0.00288,15.569,0.759,8.803,1027.43,4.484
6,23,0.66085,0.00021,0.11627,0.16518,0.00542,0.01293,0.00069,0.02177,0.00153,0.00295,14.67,0.76933,9.91133,1027.382,2.54333
7,0,0.58015,0.0002,0.15765,0.07115,0.08002,0.01288,0.0005,0.00418,0.00163,0.00306,13.015,0.78933,10,1027.57333,1.18133
7,1,0.68894,0.00024,0.18042,0.05034,0.02138,0.01301,0.00065,0.00422,0.00164,0.00306,12.93733,0.79,9.99867,1028.034,0.34333
7,2,0.93325,0.00015,0.37442,0.05047,0.05741,0.01275,0.00057,0.00419,0.00164,0.00306,12.08867,0.79067,9.95667,1028.142,1.34933
7,3,0.79862,0.00024,0.21189,0.05466,0.04063,0.01299,0.0006,0.00422,0.00164,0.00304,14.064,0.793,9.919,1028.047,2.079
7,4,0.80894,0.00021,0.25221,0.05036,0.03352,0.01289,0.00062,0.00418,0.00163,0.00304,20.074,0.71667,9.99467,1028.19333,3.58733
7,5,1.31103,0.00024,0.3709,0.05009,0.0639,0.01279,0.0005,0.00416,0.00161,0.003,25.18333,0.61333,9.945,1028.01,3.21833
7,6,0.93617,0.00023,0.28345,0.05019,0.01011,0.01268,0.00066,0.00413,0.00159,0.00302,29.998,0.504,9.888,1027.048,4.564
7,7,1.02147,0.00016,0.22449,0.04878,0.07855,0.01243,0.00058,0.00417,0.19538,0.0043,34.19033,0.38367,9.96933,1025.734,3.45967
7,8,0.72402,4e-05,0.13385,0.0487,0.00507,0.01764,0.00064,0.00423,0.30805,0.0342,37.48133,0.322,10,1024.628,1.65933
7,9,0.97772,0.00014,0.3171,0.04853,0.07844,0.0126,0.00059,0.00423,0.00135,0.10335,39.771,0.291,10,1023.999,1.791
7,10,0.70057,0.00011,0.23679,0.04853,0.00516,0.0127,0.00088,0.00438,0.001,0.22681,40.06667,0.29,10,1024.05333,2.07333
7,11,0.57302,2e-05,0.09969,0.0484,0.06927,0.01284,0.00068,0.00435,0.00103,0.32274,35.798,0.38133,10,1024.27767,0.62533
7,12,0.6394,0.0002,0.37677,0.05705,0.01832,0.01245,0.00062,0.09425,0.2535,0.37653,29.34,0.51,10,1024.71,1.08
7,13,0.2651,5e-05,0.11155,0.04865,0.06302,0.01276,0.0006,0.00419,0.00498,0.32425,25.60533,0.59167,10,1025.132,2.591
7,14,0.53081,7e-05,0.12909,0.04851,0.02609,0.01273,0.00075,0.00429,0.00125,0.25956,23.698,0.64333,10,1025.398,3.58467
7,15,0.76181,4e-05,0.07466,0.05514,0.0562,0.01286,0.00071,0.0043,0.00114,0.15245,22.24,0.685,9.955,1025.17,3.515
7,16,1.07623,0.00016,0.32881,0.09255,0.03173,0.01244,0.00084,0.00433,0.001,0.00496,21.04867,0.71067,9.958,1024.76067,3.05067
7,17,1.04309,2e-05,0.08337,0.10222,0.04685,0.01297,0.00062,0.00422,0.13359,0.00309,19.94133,0.737,9.932,1024.57333,3.971
7,18,1.50869,0.00013,0.35572,0.0981,0.05018,0.01265,0.00056,0.05009,0.33601,0.00303,19.214,0.75,9.928,1024.344,3.554
7,19,1.18172,4e-05,0.09594,0.38923,0.11799,0.013,0.00046,0.00414,0.00402,0.00305,18.63933,0.76267,9.98533,1024.15033,3.37633
7,20,1.45048,9e-05,0.28248,0.48775,0.11139,0.01267,0.00041,0.00413,0.00158,0.00302,17.67667,0.77667,9.82667,1024.08333,3.87333
7,21,1.09023,1e-05,0.04053,0.4095,0.24336,0.0131,0.00055,0.00418,0.00164,0.00308,17.628,0.773,9.859,1024.021,4.353
7,22,1.21522,1e-05,0.07244,0.18085,0.03444,0.018,0.00054,0.03481,0.26503,0.00286,18.11933,0.76267,9.90267,1023.91933,4.896
7,23,1.29492,7e-05,0.21404,0.11763,0.12687,0.01283,0.00033,0.00428,0.18055,0.00288,18.043,0.76767,9.86167,1024.15067,4.833
8,0,1.02086,7e-05,0.20282,0.05093,0.12236,0.01293,0.00037,0.00425,0.00157,0.00296,17.804,0.778,9.906,1024.822,5.586
8,1,0.91688,5e-05,0.14501,0.05046,0.12224,0.0131,0.00036,0.00419,0.00162,0.00302,17.91,0.79667,9.76167,1024.92833,5.74
8,2,1.12244,0.00013,0.42133,0.05102,0.1221,0.01264,0.0004,0.00419,0.00162,0.00302,20.13267,0.78267,9.72133,1024.92867,4.64667
8,3,0.88545,7e-05,0.22851,0.05486,0.12234,0.01293,0.00038,0.00421,0.00163,0.00302,25.096,0.735,9.81,1025.344,4.345
8,4,1.01093,4e-05,0.24934,0.05089,0.1225,0.0129,0.00036,0.00405,0.00161,0.00315,30.958,0.65533,9.988,1025.67,5.338
8,5,1.38039,8e-05,0.41464,0.0504,0.12344,0.01268,0.00036,0.004,0.0016,0.00322,35.14867,0.60167,9.96133,1025.29367,6.44433
8,6,0.86626,4e-05,0.07394,0.05082,0.1244,0.01303,0.00034,0.004,0.0016,0.00323,36.82433,0.59967,10,1024.747,5.88267
8,7,1.36085,0.00016,0.41917,0.04923,0.12434,0.01242,0.00049,0.004,0.19743,0.0032,38.41733,0.59067,10,1024.33333,5.992
8,8,0.77694,0.01049,0.0569,0.04896,0.12259,0.01803,0.00031,0.004,0.30419,0.0212,38.618,0.602,10,1023.821,6.438
8,9,1.20385,0.57182,0.179,0.0493,0.11951,0.01229,0.00047,0.00401,0.00134,0.07175,38.088,0.624,10,1023.798,6.28533
8,10,1.00745,0.45964,0.0967,0.04974,0.11912,0.01242,0.00044,0.00401,0.00136,0.14138,36.925,0.65667,10,1023.58167,5.36833
8,11,0.7874,0.00016,0.40319,0.04934,0.11917,0.01255,0.00045,0.00401,0.00142,0.08296,35.93,0.696,10,1023.628,5.094
8,12,0.62138,5e-05,0.12875,0.04892,0.11947,0.01288,0.0004,0.00401,0.00143,0.06247,35.38467,0.72233,9.972,1023.99633,4.95133
8,13,0.71683,8e-05,0.18216,0.04893,0.11901,0.01278,0.00046,0.05007,0.00149,0.06,35.138,0.73533,9.912,1024.06333,5.286
