Day_,hour_,House_overall_kW,Dishwasher_kW,Furnace_kW,Home_office_kW,Fridge_kW,Garage_door_kW,Kitchen_kW,Microwave_kW,Living_room_kW,Solar_kW,temperature,humidity,visibility,pressure,windSpeed
72,5,0.86296,0.00013,0.3365,0.04069,0.03877,0.01272,0.00062,0.004,0.00159,0.00304,38.628,0.82867,8.62067,1020.93267,7.318
72,6,0.86105,0.00014,0.29689,0.03899,0.04165,0.01274,0.00064,0.00399,0.00143,0.00619,38.474,0.859,7.934,1020.26167,8.02567
72,7,0.94568,0.00011,0.25293,0.03896,0.04131,0.0129,0.00063,0.00406,0.06321,0.02878,38.44067,0.87,7.46033,1019.91167,8.866
72,8,0.85706,6e-05,0.15637,0.03893,0.04901,0.01805,0.00055,0.00412,0.17171,0.1652,38.44533,0.87,8.08467,1019.64733,8.446
72,9,0.47031,0.00015,0.28464,0.09788,0.04965,0.01257,0.00058,0.00407,0.00141,0.35502,38.251,0.87,8.594,1019.292,8.212
72,10,0.73397,0.50378,0.14588,0.10146,0.05691,0.0121,0.00061,0.00409,0.05841,0.4134,38.34733,0.87133,8.49533,1018.862,7.922
72,11,0.4851,0.41702,0.09103,0.05063,0.04305,0.03126,0.00064,0.00398,0.02833,0.4427,38.29333,0.88333,6.315,1018.15833,8.29667
72,12,0.17637,0.06911,0.02013,0.04044,0.04266,0.01293,0.00056,0.00399,0.09336,0.45007,38.16,0.898,5.64,1017.374,8.652
72,13,0.08661,0.00027,0.0404,0.04036,0.04248,0.01295,0.0006,0.00401,0.00132,0.36077,38.36467,0.89233,5.65633,1016.66933,9.58967
72,14,0.13176,0.00028,0.02021,0.04032,0.04703,0.01293,0.00058,0.00409,0.00143,0.30483,38.51333,0.89733,5.81667,1015.67933,10.42867
72,15,0.2688,0.00027,0.02003,0.03956,0.04333,0.01278,0.0006,0.00406,0.00142,0.20176,38.991,0.89,5.993,1014.47,10.219
72,16,0.28729,0.00028,0.02011,0.03927,0.0554,0.01781,0.00057,0.00397,0.00134,0.07687,39.32,0.89,5.89667,1013.60667,9.51667
72,17,0.46901,0.00028,0.02009,0.03961,0.04433,0.01291,0.00058,0.00394,0.05822,0.01017,39.592,0.89,6.23533,1013.15533,9.19067
72,18,0.87356,0.00027,0.01987,0.04122,0.05231,0.01277,0.00052,0.0041,0.33448,0.00342,39.924,0.89,6.098,1012.848,8.994
72,19,0.82335,0.00013,0.02082,0.04115,0.07427,0.01279,0.00047,0.26662,0.00685,0.00334,40.33133,0.89,4.97667,1012.64067,9.502
72,20,0.77353,1e-05,0.04259,0.21247,0.05102,0.01285,0.00073,0.00406,0.00166,0.00345,41.12667,0.88533,4.22933,1012.312,10.35067
72,21,0.77044,1e-05,0.0203,0.4525,0.04276,0.01293,0.00061,0.00409,0.00154,0.00343,42.525,0.875,4.94,1011.95,10.48
72,22,0.62923,1e-05,0.02024,0.07637,0.04113,0.013,0.00062,0.00411,0.00165,0.00341,43.93933,0.87,5.22933,1011.61467,10.37467
72,23,0.39657,1e-05,0.02034,0.04125,0.03997,0.01305,0.0006,0.00409,0.00157,0.00349,45.36067,0.86433,5.71133,1011.128,10.49667
73,0,0.42893,1e-05,0.02044,0.04129,0.03916,0.01305,0.0006,0.00393,0.00142,0.00334,46.812,0.848,6.16,1010.536,10.234
73,1,0.4859,0,0.0205,0.04129,0.04573,0.01303,0.00059,0.00399,0.00155,0.00318,47.92067,0.82733,7.23,1009.824,10.25167
73,2,0.39631,2e-05,0.05078,0.04125,0.04375,0.01306,0.00059,0.004,0.00156,0.00316,48.85333,0.80667,8.74,1009.19333,10.35333
73,3,0.42643,2e-05,0.07971,0.04121,0.04289,0.01296,0.00059,0.00397,0.00149,0.00323,49.161,0.779,8.408,1008.835,8.849
73,4,0.49049,6e-05,0.16511,0.04131,0.04205,0.01287,0.00061,0.00406,0.00152,0.00354,49.00133,0.78467,8.082,1008.85533,8.452
73,5,0.55178,7e-05,0.1599,0.04123,0.04644,0.0129,0.00058,0.00412,0.00159,0.00346,48.33433,0.80533,8.619,1009.281,8.701
73,6,1.26447,0.00011,0.17975,0.0396,0.05321,0.01306,0.00049,0.00414,0.30032,0.00666,47.654,0.81,9.18,1009.616,8.614
73,7,0.79894,7e-05,0.1553,0.03961,0.04497,0.01273,0.00053,0.0346,0.33169,0.04508,46.78,0.81,9.43833,1009.75333,8.73
73,8,0.93098,9e-05,0.20648,0.03956,0.09923,0.01252,0.03668,0.00409,0.3336,0.13483,45.99733,0.81867,9.45267,1009.874,7.98867
73,9,0.48372,5e-05,0.14179,0.03948,0.11354,0.02709,0.00045,0.00408,0.01072,0.22576,45.027,0.811,9.486,1009.917,8.167
73,10,0.40098,2e-05,0.05251,0.08279,0.10937,0.0126,0.0004,0.00402,0.0015,0.29448,44.23,0.81,9.45267,1009.96667,7.00533
73,11,0.55614,2e-05,0.0471,0.09369,0.25142,0.01254,0.0005,0.00401,0.04252,0.27304,43.426,0.81967,9.72067,1009.89267,9.36567
73,12,0.0753,1e-05,0.01985,0.04383,0.02282,0.0128,0.00062,0.00398,0.00142,0.35363,43.098,0.82,9.995,1010.08067,9.83767
73,13,0.1582,1e-05,0.01969,0.04002,0.00507,0.01274,0.00065,0.00398,0.00149,0.36421,42.736,0.82,9.86,1010.08333,8.79933
73,14,0.16126,1e-05,0.01847,0.04016,0.06097,0.01421,0.00049,0.00369,0.00135,0.29197,42.513,0.821,10,1009.831,7.405
73,15,0.31129,1e-05,0.02005,0.05823,0.05242,0.0129,0.00057,0.00394,0.00132,0.09275,42.22067,0.82867,10,1009.65333,7.592
73,16,2.05575,1e-05,0.01972,0.105,0.08081,0.01261,0.0005,0.00394,0.00135,0.03347,41.61667,0.82667,9.94,1009.67833,7.60833
73,17,1.13863,1e-05,0.04033,0.07196,0.06954,0.01268,0.00052,0.0475,0.1694,0.00507,39.932,0.866,9.538,1010.134,5.79
73,18,0.62973,0,0.01969,0.04201,0.03082,0.01264,0.00066,0.00383,0.01558,0.00316,39.29167,0.88533,9.249,1010.69967,5.18567
73,19,1.25953,0.2025,0.04406,0.33204,0.07991,0.02651,0.00071,0.00386,0.00159,0.00317,41.90467,0.84333,9.736,1011.11867,6.056
73,20,1.21242,0.43884,0.01941,0.40689,0.04591,0.01242,0.00066,0.00392,0.00149,0.00315,46.306,0.746,10,1011.319,6.428
73,21,1.01467,0.57745,0.01896,0.1254,0.0258,0.01224,0.00069,0.00395,0.00149,0.0034,49.95,0.67333,10,1011.44667,6.83333
73,22,0.3918,0.00026,0.02018,0.04188,0.06227,0.01297,0.00053,0.00405,0.00161,0.00346,53.13733,0.618,10,1011.245,6.67067
73,23,0.39955,0.00026,0.02031,0.04184,0.0593,0.01303,0.00054,0.00405,0.0016,0.00346,56.002,0.568,10,1010.434,5.12
74,0,0.38783,0.00026,0.02045,0.04185,0.0497,0.01308,0.00057,0.0041,0.00162,0.00347,58.24033,0.54133,10,1009.60067,2.77933
74,1,0.45045,0.00025,0.02048,0.04187,0.02313,0.01304,0.00065,0.00399,0.00159,0.00329,59.944,0.52067,10,1008.806,2.318
74,2,0.44703,0.00025,0.0205,0.04186,0.04098,0.01306,0.0006,0.00399,0.00162,0.00314,61.19,0.505,10,1008.035,4.365
74,3,0.39798,0.00026,0.0222,0.04182,0.05549,0.01308,0.00055,0.004,0.00162,0.00311,61.66267,0.50533,10,1007.40267,5.76667
74,4,0.50398,0.00021,0.13612,0.04184,0.05043,0.01282,0.00057,0.00397,0.00159,0.00309,60.287,0.527,9.932,1007.23933,6.78633
74,5,0.81463,0.00022,0.23129,0.04172,0.0497,0.01268,0.00055,0.004,0.00156,0.003,57.13,0.606,9.628,1007.99,5.464
74,6,0.49973,0.00027,0.06913,0.04422,0.03222,0.01261,0.00058,0.00393,0.00147,0.00231,53.59467,0.745,9.22567,1009.29233,5.386
74,7,1.23822,6e-05,0.20502,0.05372,0.02802,0.01265,0.00059,0.00401,0.29423,0.01451,51.26333,0.84667,9.19667,1010.22,5.61333
74,8,1.01593,3e-05,0.06937,0.0501,0.06163,0.01967,0.00044,0.01885,0.24787,0.01129,49.835,0.856,9.775,1010.44,6.725
74,9,0.59658,3e-05,0.05542,0.09882,0.04565,0.01288,0.00057,0.00399,0.00149,0.01629,48.54333,0.85,9.02467,1010.36667,5.90133
74,10,0.58329,5e-05,0.04531,0.09978,0.04056,0.01286,0.00058,0.00401,0.00147,0.0493,47.43567,0.86533,8.07967,1010.60833,5.99033
74,11,0.97048,7e-05,0.11658,0.07272,0.09896,0.0127,0.00044,0.04952,0.13118,0.0494,46.664,0.902,8.452,1011.274,1.77
74,12,0.85671,4e-05,0.13214,0.10362,0.11391,0.0128,0.00041,0.00398,0.00144,0.04192,44.905,0.935,7.25667,1011.00333,2.13667
74,13,1.00248,6e-05,0.15233,0.10123,0.22215,0.01284,0.0005,0.00398,0.00143,0.0201,43.18467,0.93133,3.26333,1010.33933,1.29467
74,14,0.78019,4e-05,0.11267,0.10358,0.00508,0.01287,0.00067,0.00393,0.00145,0.02749,41.62,0.957,2.492,1010.043,2.155
74,15,0.82555,0.00012,0.29979,0.10167,0.00802,0.01722,0.00068,0.00395,0.00147,0.02734,42.058,0.95067,2.106,1009.964,3.334
74,16,0.8149,0.00015,0.31486,0.11682,0.07532,0.01232,0.00054,0.00394,0.00147,0.00724,42.216,0.95,1.01667,1010.05667,4.06733
74,17,1.51687,7e-05,0.21116,0.05395,0.08293,0.01249,0.00047,0.265,0.2884,0.00211,42.118,0.94067,1.50533,1010.131,4.855
74,18,1.49122,4e-05,0.17538,0.15279,0.0617,0.01263,0.00084,0.00389,0.00459,0.00291,43.01867,0.95933,3.09267,1010.13867,4.28133
74,19,1.61593,0.00014,0.30444,0.419,0.0477,0.01255,0.00071,0.01769,0.00159,0.00311,44.633,0.942,7.18,1009.814,2.51
74,20,1.23996,8e-05,0.17054,0.34161,0.04513,0.01281,0.0006,0.00412,0.00141,0.00316,48.51,0.85667,9.646,1009.45733,4.33733
74,21,1.34155,2e-05,0.08122,0.04109,0.0467,0.01283,0.00053,0.00462,0.00106,0.00241,52.60333,0.74333,9.9,1008.49333,6.47
74,22,1.21924,0.6659,0.06326,0.04127,0.04421,0.0123,0.00065,0.00416,0.00148,0.00327,56.904,0.564,10,1007.432,8.716
74,23,1.11568,0.56998,0.17421,0.0412,0.04208,0.01225,0.00068,0.00408,0.0016,0.00343,59.54133,0.38,9.923,1006.268,13.14233
75,0,0.68108,0.00083,0.17436,0.04105,0.04088,0.01284,0.00062,0.00408,0.00161,0.00344,58.33867,0.38267,9.758,1005.31733,11.97667
75,1,0.70465,0.00018,0.24508,0.04103,0.04034,0.01288,0.00062,0.0041,0.00161,0.00342,56.236,0.423,9.823,1005.115,15.208
75,2,0.72442,0.00026,0.14081,0.04087,0.03745,0.01307,0.00059,0.00398,0.00152,0.00332,51.44667,0.54667,9.54333,1005.61667,14.81667
75,3,0.84184,0.00018,0.28974,0.04099,0.03695,0.01284,0.00061,0.00399,0.00158,0.00306,49.24333,0.62533,9.87967,1005.935,6.817
75,4,0.85851,0.00019,0.28871,0.04094,0.04033,0.01276,0.00059,0.004,0.00158,0.00303,49.08,0.628,10,1005.9,5.404
75,5,1.06974,0.00025,0.25933,0.04079,0.0377,0.01281,0.00057,0.00395,0.00154,0.00299,46.82367,0.69167,10,1006.23267,5.07567
75,6,1.27035,0.00012,0.11897,0.03986,0.0608,0.01284,0.00062,0.00398,0.21154,0.00295,44.54733,0.74333,10,1006.732,4.60333
75,7,0.97936,0.00016,0.36413,0.03927,0.05207,0.01752,0.00063,0.00393,0.09854,0.02132,42.86,0.765,9.715,1007.09,3.93
75,8,0.41881,0,0.06423,0.03912,0.04891,0.01296,0.00058,0.0041,0.00141,0.05394,42.378,0.75467,9.734,1007.544,4.65933
75,9,0.41241,0,0.0633,0.03915,0.05004,0.01298,0.00057,0.00407,0.00144,0.07658,42.318,0.733,10,1007.504,5.45967
75,10,0.39417,0,0.06489,0.03915,0.04693,0.01294,0.00057,0.00408,0.0014,0.09134,40.86,0.75,10,1006.94,4.2
75,11,0.43199,4e-05,0.13262,0.03919,0.04655,0.01282,0.00058,0.00408,0.00141,0.11275,38.88233,0.79533,10,1006.44767,4.727
75,12,0.68513,8e-05,0.19293,0.03919,0.04561,0.01267,0.00063,0.05012,0.00144,0.12621,37.92333,0.79667,9.87333,1006.05667,7.01667
75,13,0.46288,3e-05,0.10847,0.0391,0.03756,0.01285,0.00062,0.00405,0.00149,0.09721,37.393,0.79,9.943,1005.8,6.724
75,14,0.68459,0.00013,0.29623,0.09502,0.04015,0.01267,0.00063,0.00403,0.00149,0.05343,38.76533,0.73867,10,1005.674,6.038
75,15,0.69116,4e-05,0.10172,0.13646,0.03765,0.0129,0.0006,0.00403,0.00146,0.04814,37.93233,0.75067,9.793,1005.81867,5.766
75,16,1.06732,7e-05,0.15757,0.36587,0.04033,0.01282,0.0006,0.00398,0.00145,0.0241,36.718,0.768,9.946,1005.99,6.23
75,17,1.04807,4e-05,0.10737,0.17056,0.054,0.01276,0.00049,0.03411,0.19698,0.00642,39.01167,0.72833,10,1006.13667,8.55167
75,18,0.85439,6e-05,0.19081,0.15054,0.04385,0.01271,0.00058,0.00394,0.00433,0.00347,43.01133,0.62467,10,1006.134,11.694
75,19,1.15416,8e-05,0.21437,0.39033,0.04051,0.01277,0.0006,0.00376,0.00127,0.00355,44.495,0.565,10,1006.283,15.449
75,20,0.9502,3e-05,0.11074,0.38814,0.05229,0.01296,0.00059,0.00382,0.00126,0.00358,45.748,0.532,10,1006.468,14.14
75,21,0.86932,3e-05,0.1291,0.0938,0.05251,0.01768,0.00064,0.00387,0.00151,0.00322,46.62267,0.51067,10,1006.49933,14.31
75,22,0.72557,1e-05,0.0676,0.04105,0.0461,0.013,0.00061,0.00396,0.00145,0.00304,47.18833,0.491,9.65433,1006.51833,17.27733
75,23,0.46487,0,0.07955,0.04097,0.04378,0.01301,0.0006,0.00405,0.00155,0.00346,47.27733,0.526,9.504,1006.79667,15.51067
76,0,0.5342,1e-05,0.09342,0.04096,0.04151,0.01306,0.00059,0.00408,0.00162,0.00345,45.218,0.606,9.704,1007.332,12.016
76,1,0.65141,4e-05,0.16144,0.04092,0.04389,0.01299,0.00059,0.0041,0.00161,0.00343,45.85733,0.57,9.77467,1007.606,10.956
76,2,0.80116,7e-05,0.22097,0.04091,0.04335,0.01295,0.00059,0.00407,0.00161,0.00344,45.27333,0.56667,10,1008.29667,12.75167
76,3,0.70789,5e-05,0.19417,0.04094,0.04276,0.01292,0.00059,0.00407,0.00161,0.00343,43.996,0.554,10,1009.48,13.85
76,4,0.68675,3e-05,0.11623,0.04085,0.04542,0.01303,0.00057,0.00408,0.00159,0.0034,41.909,0.57233,10,1010.50867,12.30767
76,5,1.26453,0.00012,0.45121,0.04079,0.04304,0.01262,0.00058,0.00393,0.00146,0.00322,39.94467,0.56933,10,1011.476,10.19733
76,6,0.93904,4e-05,0.14281,0.03914,0.05365,0.01287,0.00058,0.004,0.21021,0.01399,38.641,0.54,10,1012.373,10.5
76,7,0.84094,2e-05,0.1401,0.03926,0.05785,0.01784,0.00053,0.00399,0.2661,0.0338,36.87,0.54333,10,1013.35667,9.10667
76,8,0.39303,4e-05,0.12028,0.03918,0.05331,0.01282,0.00056,0.00399,0.00136,0.17644,35.365,0.539,10,1014.07867,7.693
76,9,0.30045,5e-05,0.12657,0.03925,0.05009,0.01279,0.00057,0.00397,0.00128,0.36078,34.12,0.508,10,1014.506,7.702
76,10,0.21762,2e-05,0.11041,0.03918,0.04944,0.02227,0.00058,0.0039,0.00123,0.39292,32.31833,0.49867,10,1015.009,6.267
76,11,0.07109,0,0.06277,0.03916,0.0492,0.01288,0.00057,0.0039,0.00124,0.3921,30.30667,0.51467,10,1015.708,4.964
76,12,0.11129,0,0.06232,0.03915,0.04752,0.01285,0.00057,0.00387,0.00122,0.34016,28.625,0.52,10,1016.3,4.59
76,13,0.11647,0,0.06205,0.03916,0.03445,0.0129,0.00061,0.00395,0.00129,0.31624,26.858,0.54133,10,1017.004,4.18933
76,14,0.17658,0,0.0617,0.03915,0.03371,0.01288,0.00061,0.00402,0.00138,0.24448,25.52533,0.56567,10,1017.89167,3.93967
76,15,0.30576,1e-05,0.06139,0.03916,0.03823,0.02482,0.00061,0.00401,0.0014,0.20487,25.002,0.564,10,1018.704,4.036
76,16,0.50271,1e-05,0.06135,0.03908,0.05113,0.01271,0.00058,0.00396,0.01519,0.05384,26.39733,0.541,10,1019.399,4.65633
76,17,1.18749,0.00013,0.24558,0.03993,0.10755,0.01724,0.00038,0.00396,0.33112,0.00413,28.99,0.44333,10,1019.69,7.33667
76,18,0.96594,0,0.08138,0.04091,0.11815,0.01268,0.00041,0.1613,0.00161,0.00303,31.383,0.372,10,1019.762,8.23
76,19,0.82824,0,0.06155,0.04082,0.11187,0.0128,0.00045,0.05019,0.00167,0.00306,33.61667,0.33067,10,1019.75067,8.66
76,20,1.30888,0.33286,0.06183,0.20375,0.10819,0.01243,0.0006,0.00393,0.00162,0.00313,35.85367,0.297,10,1019.47167,9.182
76,21,1.79306,0.43476,0.0879,0.18061,0.10747,0.01189,0.00043,0.0039,0.00151,0.00302,38.04,0.274,10,1018.854,9.736
76,22,1.33818,0.46922,0.10778,0.04123,0.12753,0.01232,0.00046,0.00405,0.00152,0.00339,39.935,0.245,10,1018.37833,10.10833
76,23,0.7092,0.00025,0.06254,0.04096,0.23372,0.01292,0.00047,0.00403,0.00155,0.00342,41.52133,0.23133,10,1017.96333,10.27267
77,0,0.58796,0.00025,0.06294,0.04109,0.09325,0.01301,0.00054,0.00407,0.00156,0.00345,42.422,0.221,10,1017.928,10.002
77,1,0.49942,0.00024,0.06311,0.04114,0.01327,0.01301,0.00069,0.00409,0.00156,0.00345,42.22,0.22,10,1017.426,10.57667
77,2,0.47332,0.00025,0.0632,0.04109,0.04958,0.01306,0.00058,0.00407,0.00158,0.00346,41.05933,0.22967,10,1018.26967,10.243
77,3,0.40418,0.00025,0.06329,0.04109,0.00548,0.01304,0.00069,0.00409,0.00156,0.00345,38.19833,0.262,10,1019.16867,6.21567
77,4,0.76436,0.0002,0.18414,0.04106,0.05822,0.01274,0.00056,0.00403,0.00161,0.00344,35.014,0.326,10,1019.736,4.474
77,5,0.81752,0.00018,0.26378,0.0409,0.03475,0.01259,0.00062,0.00401,0.00161,0.00343,31.488,0.417,10,1020.137,6.133
77,6,1.06194,8e-05,0.16718,0.03924,0.07038,0.01266,0.00053,0.00407,0.2558,0.01568,29.37533,0.48133,10,1020.50467,5.22267
77,7,0.66371,2e-05,0.1249,0.03936,0.01708,0.01796,0.0037,0.00407,0.18547,0.05373,28.45667,0.49333,10,1020.76167,4.19333
77,8,0.32351,0,0.06425,0.03924,0.06813,0.01291,0.00052,0.00405,0.00135,0.19499,27.602,0.502,10,1020.952,6.274
77,9,0.15132,0,0.06355,0.03926,0.05837,0.01293,0.00053,0.00398,0.00134,0.36292,27.54267,0.46533,10,1021.227,7.05133
77,10,0.08429,0,0.06352,0.03929,0.05356,0.01293,0.00054,0.00399,0.00139,0.42151,26.61933,0.46333,10,1021.758,7.51667
77,11,0.12985,0,0.06375,0.03934,0.03017,0.01298,0.00061,0.004,0.0014,0.36507,24.942,0.491,10,1021.911,7.817
77,12,0.4997,3e-05,0.10167,0.03933,0.02745,0.01278,0.00063,0.0652,0.00139,0.24723,24.17333,0.48,10,1022.07,7.58667
77,13,0.56193,0.00012,0.25363,0.07208,0.0501,0.01266,0.00063,0.00397,0.00137,0.15975,22.458,0.51467,10,1022.40733,6.67533
77,14,0.2979,1e-05,0.06366,0.10301,0.04759,0.0129,0.00059,0.00405,0.00148,0.20714,20.908,0.552,10,1022.786,6.372
77,15,0.44579,1e-05,0.06391,0.11405,0.04763,0.01293,0.00059,0.00403,0.00151,0.08236,21.871,0.54833,10,1023.284,6.463
77,16,0.6882,3e-05,0.06371,0.35876,0.05017,0.01284,0.00059,0.00405,0.03009,0.09565,25.358,0.478,10,1023.65067,8.2
77,17,0.93107,2e-05,0.08884,0.11899,0.06922,0.01277,0.00044,0.03417,0.3323,0.01777,28.56,0.41,10,1023.485,7.845
77,18,0.81985,4e-05,0.12087,0.25601,0.04473,0.01259,0.00066,0.00393,0.0015,0.00343,31.138,0.374,10,1023.03667,6.19933
77,19,0.83929,5e-05,0.13455,0.36666,0.04952,0.01275,0.0006,0.004,0.00156,0.00306,33.569,0.343,10,1022.26633,5.32233
77,20,1.06504,5e-05,0.12222,0.37002,0.0522,0.02282,0.00063,0.00398,0.00163,0.00311,35.582,0.318,10,1021.406,4.842
77,21,1.1192,1e-05,0.1094,0.08031,0.02882,0.01264,0.00076,0.00399,0.00167,0.00312,36.78433,0.30367,10,1020.62333,3.92033
77,22,0.54269,1e-05,0.10176,0.04218,0.06027,0.01293,0.00056,0.004,0.00158,0.00306,37.60667,0.29333,10,1019.85,5.16
77,23,0.52692,2e-05,0.09792,0.04219,0.05728,0.01299,0.00055,0.00399,0.00159,0.00308,38.848,0.283,10,1018.812,3.703
78,0,0.66044,6e-05,0.17896,0.04216,0.03055,0.01298,0.00063,0.004,0.0016,0.00308,39.61,0.28733,10,1017.67067,3.898
78,1,0.74671,2e-05,0.11237,0.04207,0.11714,0.0131,0.00039,0.00405,0.00156,0.00336,39.40033,0.30533,10,1016.99667,3.755
78,2,1.05526,0.00011,0.29423,0.0421,0.23403,0.0128,0.00049,0.00408,0.00161,0.00342,37.804,0.35,10,1016.672,3.14
78,3,0.83084,8e-05,0.25476,0.0421,0.05036,0.01286,0.00058,0.0041,0.00161,0.00342,36.055,0.41,10,1016.53667,2.23833
78,4,0.65093,5e-05,0.15145,0.04209,0.00509,0.01294,0.00068,0.00406,0.0016,0.00342,35.25133,0.48067,10,1016.81467,4.85333
78,5,1.26263,0.00013,0.38331,0.04197,0.00512,0.01252,0.00065,0.00404,0.0016,0.00337,34.522,0.526,9.73,1016.311,7.242
78,6,1.29082,7e-05,0.21526,0.04033,0.1027,0.01253,0.0005,0.004,0.28585,0.00729,32.61133,0.62333,8.468,1015.79267,5.59333
78,7,0.98845,0.00011,0.28718,0.04049,0.06099,0.02102,0.00208,0.01893,0.27624,0.04391,31.68733,0.69767,7.73233,1014.79333,3.07233
78,8,0.48196,1e-05,0.10389,0.06046,0.01528,0.01287,0.00067,0.004,0.00382,0.07842,30.874,0.76067,5.57933,1013.95867,4.12667
78,9,0.49031,2e-05,0.08333,0.10683,0.06063,0.01285,0.00056,0.00397,0.00139,0.14931,30.66467,0.782,4.94133,1012.97733,4.26133
78,10,0.40662,7e-05,0.16502,0.09052,0.05732,0.01277,0.00059,0.00407,0.00147,0.30213,30.095,0.816,4.21,1011.907,3.469
78,11,0.16363,5e-05,0.14884,0.0403,0.0199,0.01798,0.00065,0.00406,0.00147,0.41642,29.352,0.87,2.71733,1011.26333,4.00467
78,12,0.44159,7e-05,0.20029,0.04028,0.04348,0.01772,0.00062,0.00406,0.00147,0.13857,28.915,0.87,4.165,1010.13167,5.55833
78,13,1.13712,0.51001,0.17058,0.08342,0.06832,0.01225,0.00064,0.00405,0.00147,0.06294,28.894,0.872,4.408,1009.802,4.48
